lake,system,month,WL,RegFlow,R,P,Evap,SWE,T
Kalamalka,Okanagan,1995-06-01,5.483,0.185,39.1091569326818,83.40402273461223,96.57940361648798,0.08655997226014733,15.584130859375023
Kalamalka,Okanagan,1995-07-01,5.478,0.123,24.179415428079665,56.75238114781678,91.42571571283042,-7.345364920210326e-22,18.184228515625023
Kalamalka,Okanagan,1995-08-01,5.429,0.133,16.116050130221993,59.73666091449559,84.78065812960267,-7.345364920210326e-22,15.095483398437523
Kalamalka,Okanagan,1995-09-01,5.342,1.58,10.467478714417666,20.170892821624875,49.95513008907437,-7.345364920210326e-22,16.280175781250023
Kalamalka,Okanagan,1995-10-01,5.24,0.116,10.04167296923697,80.1424237433821,35.052829422056675,0.6069295341148973,5.429711914062523
Kalamalka,Okanagan,1995-11-01,5.252,0.118,10.619089007377625,142.66074635088444,6.811127532273531,38.70705887675285,0.0036865234375227374
Kalamalka,Okanagan,1995-12-01,5.34,0.227,7.680977025302127,73.90965847298503,5.451516015455127,111.02530360221863,-5.907568359374977
Kalamalka,Okanagan,1996-01-01,5.338,2.37,8.352686098078266,60.5860601644963,1.2198574841022491,179.70068752765656,-9.303686523437477
Kalamalka,Okanagan,1996-02-01,5.268,2.22,8.067338145337999,49.620414269156754,2.5757260154932737,227.98964381217957,-4.534521484374977
Kalamalka,Okanagan,1996-03-01,5.258,2.16,10.194764152402058,34.39452371094376,9.670521831139922,237.99531161785126,-0.28061523437497726
Kalamalka,Okanagan,1996-04-01,5.41,2.69,73.64099845290184,57.43119050748646,25.13858489692211,131.88962638378143,4.846459960937523
Kalamalka,Okanagan,1996-05-01,5.758,4.5,120.56278344243765,106.22838255949318,74.61147638969123,19.670823588967323,8.122949218750023
Kalamalka,Okanagan,1996-06-01,6.075,6.95,67.84608587622643,36.68081481009722,95.32753843814135,0.08577459084335715,13.997583007812523
Kalamalka,Okanagan,1996-07-01,5.788,5.1,31.175706768408418,22.64252008171752,85.03829571418464,-7.345364920210326e-22,19.781274414062523
Kalamalka,Okanagan,1996-08-01,5.47,2.27,16.941163456067443,21.374453441239893,59.64524089358747,-7.345364920210326e-22,19.315820312500023
Kalamalka,Okanagan,1996-09-01,5.353,0.683,12.557603185996413,90.68230865523219,56.6050736233592,0.009761137334862724,11.646508789062523
Kalamalka,Okanagan,1996-10-01,5.341,0.513,10.410732764285058,77.16709398664534,30.805623857304454,6.450708955526352,4.696923828125023
Kalamalka,Okanagan,1996-11-01,5.354,0.512,9.092057298403233,105.40441609919071,9.526032954454422,35.42428836226463,-2.9728759765624773
Kalamalka,Okanagan,1996-12-01,5.38,1.09,7.593371585244313,95.8772269077599,1.5588246751576662,125.19460916519165,-9.006079101562477
Kalamalka,Okanagan,1997-01-01,5.337,2.07,7.593174901558086,87.50906144268811,0.5873660556972027,224.2325097322464,-4.980810546874977
Kalamalka,Okanagan,1997-02-01,5.283,2.18,6.679769896436483,39.292396046221256,2.707812935113907,276.5781283378601,-2.0967773437499773
Kalamalka,Okanagan,1997-03-01,5.274,2.03,8.752790337894112,67.86517542786896,11.891221394762397,320.6799030303955,-0.05539550781247726
Kalamalka,Okanagan,1997-04-01,5.378,2.55,34.873278345912695,39.54818705096841,23.38703954592347,272.54098653793335,3.5547119140625227
Kalamalka,Okanagan,1997-05-01,5.853,6.02,167.1791411936283,86.54883364215493,79.54174815677106,50.07104203104973,10.731713867187523
Kalamalka,Okanagan,1997-06-01,5.978,7.55,83.53839861229062,77.71069183945656,100.38458509370685,0.005946440069237724,14.158471679687523
Kalamalka,Okanagan,1997-07-01,5.872,6.2,40.708218002691865,82.10402051918209,109.13266078568995,-7.345364920210326e-22,16.957177734375023
Kalamalka,Okanagan,1997-08-01,5.738,4.4,22.671683400403708,24.662669049575925,78.01561267115176,-7.345364920210326e-22,18.997827148437523
Kalamalka,Okanagan,1997-09-01,5.531,3.23,16.462583444081247,79.35215486213565,58.252166491001844,0.0003365909435615322,14.006860351562523
Kalamalka,Okanagan,1997-10-01,5.386,2.66,14.078097679885104,87.4832074623555,34.94917170610279,0.5011277971789241,5.726464843750023
Kalamalka,Okanagan,1997-11-01,5.284,2.07,11.12281868699938,39.67029042541981,10.52355277352035,4.89380769431591,1.3031250000000227
Kalamalka,Okanagan,1997-12-01,5.207,1.62,11.234691250137985,41.86992207542062,7.111547980457544,21.726103499531746,-3.5531982421874773
Kalamalka,Okanagan,1998-01-01,5.18,1.47,10.286309581715614,84.0869601815939,0.4334547556936741,88.2890373468399,-6.032934570312477
Kalamalka,Okanagan,1998-02-01,5.171,1.43,9.541813400574028,27.93807163834572,0.6476230919361115,130.69522380828857,-0.29843749999997726
Kalamalka,Okanagan,1998-03-01,5.187,1.52,15.361300844233483,54.98999066185206,3.842037171125412,149.64249730110168,1.3047119140625227
Kalamalka,Okanagan,1998-04-01,5.299,2.13,49.80116500519216,38.831502897664905,44.855475425720215,57.817067950963974,6.298974609375023
Kalamalka,Okanagan,1998-05-01,5.54,3.06,54.51040365733206,51.02053133305162,79.74516600370407,0.46281254617497325,13.436425781250023
Kalamalka,Okanagan,1998-06-01,5.55,0.33,33.56208675540984,66.54726108536124,92.62989973649383,-7.345364920210326e-22,15.267114257812523
Kalamalka,Okanagan,1998-07-01,5.51,0.537,21.418178570456803,27.100151928607374,87.66129822470248,-7.345364920210326e-22,21.460717773437523
Kalamalka,Okanagan,1998-08-01,5.362,0.131,13.001379003981128,7.300593482796103,58.37686569429934,-7.345364920210326e-22,21.262353515625023
Kalamalka,Okanagan,1998-09-01,5.233,0.134,8.767351973801851,26.75158262718469,40.70963943377137,-7.345364920210326e-22,17.432641601562523
Kalamalka,Okanagan,1998-10-01,5.195,0.129,7.926985010271892,66.23840285465121,37.22222521901131,0.10709201887948439,7.091088867187523
Kalamalka,Okanagan,1998-11-01,5.2,0.12,8.058525854721665,113.88486251235008,9.818163234740496,14.889828860759735,1.1119628906250227
Kalamalka,Okanagan,1998-12-01,5.223,0.377,5.868638807442039,103.16867008805275,6.95832958444953,78.71829718351364,-5.306494140624977
Kalamalka,Okanagan,1999-01-01,5.223,1.13,5.6099068315234035,68.32615868188441,0.38005784153938293,164.6222472190857,-2.6916259765624773
Kalamalka,Okanagan,1999-02-01,5.156,1.54,5.100458860397339,73.64722341299057,3.0385805293917656,237.5583052635193,-2.3078369140624773
Kalamalka,Okanagan,1999-03-01,5.146,1.39,7.570791756734252,44.50816486496478,13.460724730975926,276.7508327960968,0.6543212890625227
Kalamalka,Okanagan,1999-04-01,5.176,1.47,29.656210681423545,27.54268585704267,27.553201653063297,214.85497057437897,4.066674804687523
Kalamalka,Okanagan,1999-05-01,5.463,3.08,100.02199816517532,62.04202468506992,81.99340850114822,43.84439066052437,8.464379882812523
Kalamalka,Okanagan,1999-06-01,5.552,2.65,66.36973936110735,62.175525818020105,87.33120281249285,0.32357609597966075,13.030786132812523
Kalamalka,Okanagan,1999-07-01,5.516,1.09,33.66967395413667,59.47404308244586,104.93984818458557,0.015539280866505578,16.344873046875023
Kalamalka,Okanagan,1999-08-01,5.402,0.91,19.36473773093894,49.237667699344456,77.83361710608006,0.0001682954717807661,19.346948242187523
Kalamalka,Okanagan,1999-09-01,5.33,0.407,12.425845779944211,34.90036237053573,56.95033119991422,0.0695621274644509,12.952050781250023
Kalamalka,Okanagan,1999-10-01,5.249,1.29,10.811421641847119,68.08285554870963,34.27650989033282,0.36912807263433933,6.199487304687523
Kalamalka,Okanagan,1999-11-01,5.176,1.47,10.345648624934256,97.24643547087908,11.199235450476408,8.161208592355251,1.1926513671875227
Kalamalka,Okanagan,1999-12-01,5.146,1.35,7.833959039999172,68.06650012731552,5.527995293959975,70.86899876594543,-3.3177246093749773
Kalamalka,Okanagan,2000-01-01,5.107,1.18,7.917182403616607,55.99973222706467,0.8586018811911345,132.70743191242218,-5.615454101562477
Kalamalka,Okanagan,2000-02-01,5.075,1.12,7.336758775636554,36.99024755042046,0.7297995034605265,169.4374680519104,-2.6133789062499773
Kalamalka,Okanagan,2000-03-01,5.082,1.13,8.231672400142998,57.80195747502148,11.355556081980467,208.89629423618317,1.3358398437500227
Kalamalka,Okanagan,2000-04-01,5.178,1.35,46.49891867302358,56.121430825442076,30.594526324421167,126.81490182876587,5.485742187500023
Kalamalka,Okanagan,2000-05-01,5.516,3.6,88.08731148019433,61.60945049487054,85.05012560635805,9.722653776407242,9.704980468750023
Kalamalka,Okanagan,2000-06-01,5.521,2.28,51.382683450356126,56.904255179688334,96.23901452869177,0.007012311016296735,14.389672851562523
Kalamalka,Okanagan,2000-07-01,5.527,0.202,29.32646870613098,64.41644788719714,102.11833589710295,-7.345364920210326e-22,17.562768554687523
Kalamalka,Okanagan,2000-08-01,5.463,0.144,16.78471692139283,25.77451290562749,68.71663173660636,-7.345364920210326e-22,17.917871093750023
Kalamalka,Okanagan,2000-09-01,5.42,0.338,11.808583221863955,57.39761050790548,55.154417641460896,0.00095367431640625,12.533593750000023
Kalamalka,Okanagan,2000-10-01,5.33,1.57,9.437760221771896,47.42952389642596,31.6266140434891,0.05043254350312054,6.489892578125023
Kalamalka,Okanagan,2000-11-01,5.192,1.35,6.969548994675279,26.51089453138411,13.221439439803362,5.717445630580187,-0.5995849609374773
Kalamalka,Okanagan,2000-12-01,5.114,0.572,6.200009767781012,42.88376693148166,4.949730820953846,33.37259963154793,-6.613134765624977
Kalamalka,Okanagan,2001-01-01,5.117,0.322,5.55415557755623,27.125480817630887,-0.23349421098828316,65.23558497428894,-4.664160156249977
Kalamalka,Okanagan,2001-02-01,5.116,0.315,4.612947115674615,21.521397400647402,1.186661422252655,91.47655218839645,-4.920019531249977
Kalamalka,Okanagan,2001-03-01,5.134,0.157,7.944225508254021,44.379284721799195,6.2691932544112206,86.5417942404747,1.2560058593750227
Kalamalka,Okanagan,2001-04-01,5.189,0.108,17.059125239029527,64.58609132096171,39.203488267958164,55.629730224609375,4.724877929687523
Kalamalka,Okanagan,2001-05-01,5.346,0.125,16.490272420924157,43.529354967176914,92.03215106390417,1.5852871583774686,11.266992187500023
Kalamalka,Okanagan,2001-06-01,5.496,0.217,15.945076011121273,78.17390374839306,97.84401627257466,0.020139357729931362,13.362817382812523
Kalamalka,Okanagan,2001-07-01,5.536,0.231,12.571561092045158,58.373920852318406,101.71058354899287,-7.345364920210326e-22,18.029687500000023
Kalamalka,Okanagan,2001-08-01,5.478,0.235,9.282998129492626,33.15875108819455,80.31541877426207,-7.345364920210326e-22,19.236230468750023
Kalamalka,Okanagan,2001-09-01,5.382,0.204,6.838055269327015,27.396982186473906,49.25330635160208,-7.345364920210326e-22,14.808374023437523
Kalamalka,Okanagan,2001-10-01,5.328,0.398,7.568454107968137,87.708791019395,32.49681123998016,2.4441550485789776,5.136499023437523
Kalamalka,Okanagan,2001-11-01,5.32,0.521,6.892527599120513,71.7259501107037,11.787337716668844,3.7593841552734375,2.0830322265625227
Kalamalka,Okanagan,2001-12-01,5.301,0.779,5.5701465025777,77.26906635798514,5.98570890724659,69.33223456144333,-4.962133789062477
Kalamalka,Okanagan,2002-01-01,5.276,0.856,6.282845628447831,73.09391559101641,0.08874945342540741,126.6566514968872,-4.229956054687477
Kalamalka,Okanagan,2002-02-01,5.246,0.822,5.693002778571099,44.45370892062783,1.285565085709095,174.72177743911743,-3.0097412109374773
Kalamalka,Okanagan,2002-03-01,5.21,0.785,6.488652099505998,52.472327603027225,5.9151193127036095,220.45853734016418,-2.7957519531249773
Kalamalka,Okanagan,2002-04-01,5.234,0.816,33.957213163375854,39.923982694745064,20.153741352260113,163.3692979812622,4.261865234375023
Kalamalka,Okanagan,2002-05-01,5.435,2.12,90.42252064682543,96.52370633557439,77.51001650467515,25.807268917560577,8.959375000000023
Kalamalka,Okanagan,2002-06-01,5.624,3.55,67.5160763785243,37.62216540053487,103.77841768786311,0.05593019523075782,16.585595703125023
Kalamalka,Okanagan,2002-07-01,5.498,0.359,31.5706079127267,20.674023136962205,82.56292506121099,-7.27919033709973e-22,19.769677734375023
Kalamalka,Okanagan,2002-08-01,5.385,0.123,17.01011462137103,16.143224958796054,61.11655756831169,-7.27919033709973e-22,18.520288085937523
Kalamalka,Okanagan,2002-09-01,5.292,0.123,10.774565453175455,30.235141748562455,41.817587334662676,0.001009772859106306,13.798608398437523
Kalamalka,Okanagan,2002-10-01,5.223,0.166,8.083907014224678,19.282872206531465,28.14108319580555,0.4411024274304509,6.211206054687523
Kalamalka,Okanagan,2002-11-01,5.184,0.111,7.078665221342817,42.25631710141897,10.262257419526577,2.8661841060966253,1.5379882812500227
Kalamalka,Okanagan,2002-12-01,5.19,0.117,6.212957508978434,73.13061784952879,4.874442471191287,20.092571154236794,-2.1541503906249773
Kalamalka,Okanagan,2003-01-01,5.215,0.118,5.27998257894069,53.46217704936862,0.5319481715559959,72.3898857831955,-2.7124999999999773
Kalamalka,Okanagan,2003-02-01,5.236,0.123,4.138332908041775,26.475058868527412,1.3764956966042519,99.47007894515991,-2.6751464843749773
Kalamalka,Okanagan,2003-03-01,5.248,0.129,11.992986255791038,79.68777045607567,4.847924457862973,116.63571745157242,0.42653808593752274
Kalamalka,Okanagan,2003-04-01,5.291,0.145,26.828203699551523,61.7900351062417,40.999772027134895,39.749763906002045,5.752832031250023
Kalamalka,Okanagan,2003-05-01,5.381,0.153,35.74604738969356,68.00444913096726,83.25974107719958,1.0977352503687143,10.285058593750023
Kalamalka,Okanagan,2003-06-01,5.387,0.156,27.390955947339535,63.421104568988085,111.99297616258264,0.0006731818871230644,16.452172851562523
Kalamalka,Okanagan,2003-07-01,5.295,0.131,18.035109096672386,4.949886904796585,85.043182130903,-7.27919033709973e-22,21.103662109375023
Kalamalka,Okanagan,2003-08-01,5.13,0.111,11.481827008537948,11.785642855102196,55.66876591183245,-7.302405034426187e-22,20.899682617187523
Kalamalka,Okanagan,2003-09-01,5.001,0.087,8.06413998361677,35.57453630492091,48.08628000319004,0.0013463637742461287,15.055932617187523
Kalamalka,Okanagan,2003-10-01,4.948,0.082,9.327710286015645,110.57447851635516,34.391986671835184,0.3474740369711071,8.683007812500023
Kalamalka,Okanagan,2003-11-01,4.914,0.079,5.7276731240563095,98.75207673758268,10.965093970298767,31.6162109375,-2.0395263671874773
Kalamalka,Okanagan,2003-12-01,4.907,0.085,5.2365605952218175,32.326208893209696,2.5369597133249044,102.80480235815048,-4.632421874999977
Kalamalka,Okanagan,2004-01-01,4.906,0.089,5.10178400145378,70.8971933927387,0.8612580131739378,135.2633833885193,-5.959570312499977
Kalamalka,Okanagan,2004-02-01,4.951,0.089,4.66024391062092,26.063198980409652,1.6387386713176966,197.64092564582825,-1.6453613281249773
Kalamalka,Okanagan,2004-03-01,4.979,0.085,11.21893129311502,49.80312066618353,12.426027795299888,201.35240256786346,2.5481201171875227
Kalamalka,Okanagan,2004-04-01,5.054,0.095,48.92046796157956,32.92441600933671,55.7663943618536,52.56417393684387,8.666406250000023
Kalamalka,Okanagan,2004-05-01,5.163,0.109,49.4826128706336,95.65157117322087,91.35488793253899,0.4022261709906161,11.647607421875023
Kalamalka,Okanagan,2004-06-01,5.23,0.121,32.41002559661865,53.452891297638416,106.6432474181056,0.00044878791527480644,16.946923828125023
Kalamalka,Okanagan,2004-07-01,5.166,0.109,21.099172066897154,28.45405205152929,96.24426392838359,-7.306052036998637e-22,20.345239257812523
Kalamalka,Okanagan,2004-08-01,5.063,0.097,14.497480529826134,80.20801865495741,80.84031520411372,-7.345364920210326e-22,19.875390625000023
Kalamalka,Okanagan,2004-09-01,5.014,0.098,11.467232834547758,84.61858844384551,61.938283033668995,0.009929432962962892,12.108178710937523
Kalamalka,Okanagan,2004-10-01,4.983,0.131,9.699133894173428,60.688155237585306,35.832663998007774,2.1194571163505316,6.981347656250023
Kalamalka,Okanagan,2004-11-01,4.994,0.122,10.833127016667277,86.11810393631458,9.73147340118885,13.922073878347874,1.6340576171875227
Kalamalka,Okanagan,2004-12-01,5.029,0.125,10.363262525061145,68.81306087598205,5.498294252902269,56.03857710957527,-0.20578613281247726
Kalamalka,Okanagan,2005-01-01,5.055,0.148,13.932139438111335,47.76106763165444,2.064327010884881,95.9954559803009,-4.946874999999977
Kalamalka,Okanagan,2005-02-01,5.111,0.145,15.118346782401204,20.960928639397025,4.298785701394081,85.69644391536713,-0.34055175781247726
Kalamalka,Okanagan,2005-03-01,5.189,0.115,30.69318935740739,45.07714370265603,18.18381459452212,37.83831745386124,3.7987304687500227
Kalamalka,Okanagan,2005-04-01,5.3,1.27,41.5018480271101,40.46656074933708,66.36725971475244,11.245222762227058,8.107324218750023
Kalamalka,Okanagan,2005-05-01,5.381,0.946,37.994383717887104,51.31817690562457,87.90932898409665,0.021654017473338172,13.545312500000023
Kalamalka,Okanagan,2005-06-01,5.474,0.153,27.24615507759154,101.95988696068525,92.39614941179752,0.000504886429553153,13.942895507812523
Kalamalka,Okanagan,2005-07-01,5.512,0.172,17.725285375490785,31.839783070608974,99.37066119164228,-7.345364920210326e-22,18.300683593750023
Kalamalka,Okanagan,2005-08-01,5.407,0.184,12.03541670111008,32.20461867749691,68.8986994791776,-7.345364920210326e-22,19.481713867187523
Kalamalka,Okanagan,2005-09-01,5.314,0.157,9.067233768291771,55.241844383999705,55.301785469055176,5.6098489409350805e-05,12.269555664062523
Kalamalka,Okanagan,2005-10-01,5.291,0.143,9.462813031859696,90.18858615309,33.31278869882226,0.10181876132264733,7.132470703125023
Kalamalka,Okanagan,2005-11-01,5.289,0.134,7.377639412879944,67.96702975407243,12.39856705069542,20.174698904156685,0.5379882812500227
Kalamalka,Okanagan,2005-12-01,5.276,0.146,7.060189178446308,39.99120311345905,4.850645549595356,42.32687130570412,-3.9825195312499773
Kalamalka,Okanagan,2006-01-01,5.342,0.213,6.560211128089577,91.20948635973036,0.018513528630137444,104.08064723014832,-1.0484374999999773
Kalamalka,Okanagan,2006-02-01,5.333,1.67,6.052718323189765,55.01358024775982,2.455693669617176,167.08996891975403,-3.6241210937499773
Kalamalka,Okanagan,2006-03-01,5.242,1.71,8.48888955079019,43.211239855736494,5.701235728338361,207.80232548713684,1.3998046875000227
Kalamalka,Okanagan,2006-04-01,5.241,1.76,51.82616994716227,41.11142596229911,37.397544365376234,98.14256429672241,7.097558593750023
Kalamalka,Okanagan,2006-05-01,5.401,1.44,68.87431791983545,65.937090665102,89.70379875972867,2.9870762955397367,12.434472656250023
Kalamalka,Okanagan,2006-06-01,5.58,1.37,42.72994352504611,75.19023958593607,101.80139914155006,-7.345364920210326e-22,16.460595703125023
Kalamalka,Okanagan,2006-07-01,5.565,0.603,25.322773784864694,13.99330806452781,82.4538937304169,-7.345364920210326e-22,21.842553710937523
Kalamalka,Okanagan,2006-08-01,5.429,0.16,15.048869710881263,23.51746114436537,63.223887933418155,-7.345364920210326e-22,19.381372070312523
Kalamalka,Okanagan,2006-09-01,5.326,0.196,10.047791583929211,40.93076102435589,49.20232342556119,0.04594466372509487,15.181787109375023
Kalamalka,Okanagan,2006-10-01,5.266,0.17,8.419802150456235,53.41359076555818,31.645704992115498,0.27561187744140625,7.235009765625023
Kalamalka,Okanagan,2006-11-01,5.254,0.115,8.405411790590733,124.7597811743617,12.85322941839695,25.240225717425346,-1.1868652343749773
Kalamalka,Okanagan,2006-12-01,5.263,0.108,5.766102549387142,59.83480787836015,3.457244485616684,93.08422356843948,-4.568701171874977
Kalamalka,Okanagan,2007-01-01,5.278,0.126,5.558720353292301,55.27833616361022,0.511550810188055,162.06640005111694,-7.633764648437477
Kalamalka,Okanagan,2007-02-01,5.304,0.133,4.896063823252916,41.88140854239464,3.5419976338744164,195.12316584587097,-1.7435058593749773
Kalamalka,Okanagan,2007-03-01,5.324,1.29,13.11486549093388,56.66851450223476,12.415691977366805,200.53964853286743,2.0178466796875227
Kalamalka,Okanagan,2007-04-01,5.308,1.54,44.87674799747765,26.829909766092896,44.41267694346607,69.81664896011353,6.503198242187523
Kalamalka,Okanagan,2007-05-01,5.366,0.418,53.02174633834511,22.494410048238933,89.66153161600232,2.167757833376527,12.861962890625023
Kalamalka,Okanagan,2007-06-01,5.386,0.121,33.19854266010225,93.0791418068111,91.59831795841455,0.043308034946676344,15.045434570312523
Kalamalka,Okanagan,2007-07-01,5.412,0.1,20.23258013650775,39.50826346408576,98.063541110605,-7.345364920210326e-22,21.396875000000023
Kalamalka,Okanagan,2007-08-01,5.303,0.082,12.677941704168916,27.12879196042195,67.1475506387651,-7.345364920210326e-22,18.146508789062523
Kalamalka,Okanagan,2007-09-01,5.189,0.092,8.950715709943324,39.069210179150105,44.91347121074796,0.015875872122705914,13.125634765625023
Kalamalka,Okanagan,2007-10-01,5.159,0.057,8.03051280672662,58.754657162353396,32.53965941257775,0.576299789827317,6.014794921875023
Kalamalka,Okanagan,2007-11-01,5.145,0.046,6.56181393424049,47.856280580163,14.835137408226728,5.3584156557917595,0.7445312500000227
Kalamalka,Okanagan,2007-12-01,5.153,0.046,6.81075727334246,82.30686816386878,4.700328689068556,48.959340900182724,-3.3808349609374773
Kalamalka,Okanagan,2008-01-01,5.173,0.036,5.1837099745171145,42.35181875992566,0.583952059969306,99.6757373213768,-7.784765624999977
Kalamalka,Okanagan,2008-02-01,5.194,0.037,4.8730697453720495,33.08846533764154,0.68698450922966,139.4379585981369,-2.0932373046874773
Kalamalka,Okanagan,2008-03-01,5.225,0.048,5.363729229429737,39.42375804763287,9.235320379957557,152.47681736946106,0.9720703125000227
Kalamalka,Okanagan,2008-04-01,5.239,0.057,18.41508666984737,45.24194751866162,21.81692747399211,115.64232409000397,3.8645263671875227
Kalamalka,Okanagan,2008-05-01,5.414,0.531,36.43846418708563,57.182818884029984,89.67735292389989,13.468910939991474,12.405908203125023
Kalamalka,Okanagan,2008-06-01,5.613,1.88,28.80637301132083,49.14502613246441,100.4602387547493,0.010827008736669086,14.858056640625023
Kalamalka,Okanagan,2008-07-01,5.55,0.471,19.332999479956925,15.06572135258466,78.97780369967222,-7.345364920210326e-22,20.112939453125023
Kalamalka,Okanagan,2008-08-01,5.449,0.225,13.088711973978207,61.853114515542984,80.51208080723882,-7.345364920210326e-22,18.708154296875023
Kalamalka,Okanagan,2008-09-01,5.366,0.124,8.698154124431312,25.232963380403817,52.060775924474,5.6098489409350805e-05,13.949365234375023
Kalamalka,Okanagan,2008-10-01,5.309,0.139,7.49851185537409,42.56382933817804,34.30882375687361,0.12442644219845533,6.766259765625023
Kalamalka,Okanagan,2008-11-01,5.292,0.149,7.199640531325713,66.98379060253501,13.147734571248293,5.265740677714348,2.7719970703125227
Kalamalka,Okanagan,2008-12-01,5.283,0.125,5.716865765862167,63.80115635693073,8.523130556568503,28.172381222248077,-7.167211914062477
Kalamalka,Okanagan,2009-01-01,5.304,0.169,5.252851056866348,46.175818773917854,0.38027437403798103,88.64599466323853,-5.462255859374977
Kalamalka,Okanagan,2009-02-01,5.309,0.207,4.54263121355325,32.97769604250789,2.4094590917229652,106.7328155040741,-2.2267822265624773
Kalamalka,Okanagan,2009-03-01,5.328,0.156,5.693985949619673,53.105555241927505,7.158095249906182,138.75798881053925,-1.1546386718749773
Kalamalka,Okanagan,2009-04-01,5.34,0.953,22.230357863008976,30.530806398019195,31.72634867951274,84.20736342668533,5.670922851562523
Kalamalka,Okanagan,2009-05-01,5.451,0.609,26.812354975845665,49.53957174438983,97.87056013010442,4.185844678431749,11.704980468750023
Kalamalka,Okanagan,2009-06-01,5.502,0.172,20.131253404542804,24.78493843227625,86.58644277602434,0.0001682954717807661,17.286767578125023
Kalamalka,Okanagan,2009-07-01,5.418,0.097,13.869954011170194,21.216736582573503,74.17771127074957,-7.345364920210326e-22,22.130273437500023
Kalamalka,Okanagan,2009-08-01,5.33,0.108,9.1711139830295,26.51609160238877,61.22687365859747,-7.345364920210326e-22,20.566430664062523
Kalamalka,Okanagan,2009-09-01,5.251,0.096,6.663777166977525,40.822557639330626,55.66464504227042,0.001009772859106306,16.138574218750023
Kalamalka,Okanagan,2009-10-01,5.18,0.097,7.421857546432875,101.85554483905435,29.398992657661438,2.1557528525590897,5.203149414062523
Kalamalka,Okanagan,2009-11-01,5.177,0.114,5.865083949174732,65.11610699817538,12.649416457861662,15.971295535564423,1.6089111328125227
Kalamalka,Okanagan,2009-12-01,5.15,0.113,4.481526208110154,34.20218511018902,9.263895452022552,40.88328778743744,-5.481909179687477
Kalamalka,Okanagan,2010-01-01,5.174,0.096,5.155830513103865,44.118792517110705,0.19073626026511192,78.0852809548378,-0.16818847656247726
Kalamalka,Okanagan,2010-02-01,5.2,0.096,6.058805272914469,28.684040997177362,2.07466259598732,89.76846933364868,1.4308105468750227
Kalamalka,Okanagan,2010-03-01,5.223,0.084,12.524497753474861,45.74227018747479,19.425455247983336,52.307408303022385,3.8779541015625227
Kalamalka,Okanagan,2010-04-01,5.248,0.086,18.963125185109675,45.59939028695226,56.54240143485367,14.865539036691189,7.209375000000023
Kalamalka,Okanagan,2010-05-01,5.326,0.086,25.744875019881874,93.61096168868244,88.11573497951031,1.549328095279634,10.145410156250023
Kalamalka,Okanagan,2010-06-01,5.441,0.084,22.591970628127456,67.64386547729373,102.91408281773329,5.6098489409350805e-05,14.209252929687523
Kalamalka,Okanagan,2010-07-01,5.444,0.067,16.627494478598237,33.32580591086298,103.86705957353115,-7.345364920210326e-22,19.566064453125023
